id,author_id,date,topic,keywords,engagement,civility
4040,233,2020-06-14,blacklivesmatter,brotherhood|movement,5946,0.649
4041,496,2020-05-30,blacklivesmatter,riots,6398,0.081
4042,55,2020-06-01,blacklivesmatter,march,18439,0.511
4043,439,2020-06-01,blacklivesmatter,solidarity|stand together|George Floyd,19922,0.819
4044,159,2020-06-04,blacklivesmatter,movement,15407,0.633
4045,161,2020-06-14,blacklivesmatter,demonstration,8686,0.498
4046,394,2020-06-10,blacklivesmatter,anarchy|blue lives matter|demonstration,12235,0.302
4047,342,2020-05-28,blacklivesmatter,George Floyd|thug|solidarity,19603,0.578
4048,117,2020-05-26,blacklivesmatter,brotherhood|activism|looting,16811,0.577
4049,263,2020-06-06,blacklivesmatter,demonstration|march|riots,5412,0.419
4050,122,2020-05-31,blacklivesmatter,unity|looting,11800,0.394
4051,268,2020-06-10,blacklivesmatter,George Floyd|chaos|stand together,17510,0.551
4052,415,2020-06-07,blacklivesmatter,blue lives matter|justice,6449,0.586
4053,166,2020-05-30,blacklivesmatter,equality|peaceful|unity,7726,0.896
4054,251,2020-05-31,blacklivesmatter,stand together|justice,14594,0.922
4055,389,2020-06-15,blacklivesmatter,blue lives matter|equality|assemble,11460,0.577
4056,140,2020-06-05,blacklivesmatter,George Floyd|violence,15307,0.257
4057,144,2020-06-07,blacklivesmatter,chaos|peaceful,10194,0.467
4058,50,2020-06-04,blacklivesmatter,justice,13532,0.969
4059,262,2020-06-12,blacklivesmatter,chaos|assemble|stand together,8073,0.532
4060,283,2020-05-26,blacklivesmatter,assemble|equality|brotherhood,8376,0.873
4061,220,2020-06-15,blacklivesmatter,riots|justice|chaos,16833,0.315
4062,460,2020-06-11,blacklivesmatter,justice|riots,17756,0.48
4063,485,2020-06-03,blacklivesmatter,stand together|George Floyd,5457,0.72
4064,102,2020-05-28,blacklivesmatter,looting|thug,8994,0.118
4065,87,2020-06-02,blacklivesmatter,George Floyd|brotherhood,12256,0.745
4066,101,2020-06-12,blacklivesmatter,rally,5187,0.526
4067,294,2020-05-26,blacklivesmatter,movement|rally|protest,16998,0.497
4068,56,2020-05-26,blacklivesmatter,looting|movement,12135,0.321
4069,2,2020-06-12,blacklivesmatter,activism,11114,0.531
4070,430,2020-06-10,blacklivesmatter,violence|movement,16289,0.392
4071,269,2020-05-28,blacklivesmatter,demonstration|unity|justice,13939,0.749
4072,154,2020-06-11,blacklivesmatter,riots|brotherhood,15760,0.485
4073,83,2020-05-29,blacklivesmatter,rally|blue lives matter|community,15998,0.637
4074,206,2020-06-07,blacklivesmatter,violence|assemble,18039,0.369
4075,19,2020-06-03,blacklivesmatter,demonstration|activism|protest,11574,0.62
4076,11,2020-06-05,blacklivesmatter,looting|community|all lives matter,16169,0.41
4077,250,2020-06-07,blacklivesmatter,blue lives matter|brotherhood,17299,0.593
4078,67,2020-06-15,blacklivesmatter,community,9888,0.873
4079,36,2020-06-05,blacklivesmatter,justice|chaos|all lives matter,14049,0.358
4080,279,2020-06-06,blacklivesmatter,blue lives matter|justice|peaceful,11506,0.635
4081,473,2020-05-30,blacklivesmatter,rally|activism|solidarity,10441,0.647
4082,327,2020-06-02,blacklivesmatter,all lives matter,9079,0.167
4083,58,2020-06-07,blacklivesmatter,equality|assemble|unity,7854,0.753
4084,262,2020-06-08,blacklivesmatter,anarchy|solidarity|riots,16597,0.356
4085,119,2020-06-09,blacklivesmatter,George Floyd|thug,14887,0.475
4086,258,2020-06-01,blacklivesmatter,riots|community,17386,0.512
4087,210,2020-06-04,blacklivesmatter,looting,5069,0.088
4088,44,2020-06-06,blacklivesmatter,community|assemble,18947,0.675
4089,362,2020-06-10,blacklivesmatter,assemble|George Floyd,16309,0.565
4090,84,2020-06-06,blacklivesmatter,solidarity,19353,0.924
4091,45,2020-05-28,blacklivesmatter,brotherhood|stand together,8103,0.902
4092,299,2020-06-13,blacklivesmatter,march|thug,15400,0.386
4093,233,2020-06-10,blacklivesmatter,blue lives matter|solidarity|community,14877,0.612
4094,249,2020-05-29,blacklivesmatter,movement|stand together,19041,0.796
4095,30,2020-05-26,blacklivesmatter,brotherhood,19869,0.817
4096,466,2020-06-13,blacklivesmatter,stand together|equality,9155,0.919
4097,415,2020-06-07,blacklivesmatter,assemble,13861,0.622
4098,107,2020-06-02,blacklivesmatter,violence|riots|blue lives matter,10255,0.161
4099,392,2020-06-02,blacklivesmatter,rally|riots,12430,0.325
4100,440,2020-06-07,blacklivesmatter,activism|looting,12136,0.404
4101,432,2020-05-27,blacklivesmatter,rally,15748,0.532
4102,432,2020-06-13,blacklivesmatter,activism|looting|violence,15949,0.289
4103,117,2020-06-02,blacklivesmatter,violence,5730,0.107
4104,406,2020-06-02,blacklivesmatter,George Floyd,14505,0.516
4105,136,2020-06-08,blacklivesmatter,anarchy|activism|assemble,19682,0.526
4106,278,2020-06-05,blacklivesmatter,solidarity,9951,0.825
4107,411,2020-06-03,blacklivesmatter,brotherhood|blue lives matter|protest,16884,0.483
4108,177,2020-06-01,blacklivesmatter,riots,6519,0.0
4109,233,2020-06-07,blacklivesmatter,assemble,5843,0.597
4110,154,2020-06-14,blacklivesmatter,march|blue lives matter|chaos,19578,0.229
4111,201,2020-06-10,blacklivesmatter,justice|brotherhood,12744,0.718
4112,381,2020-06-04,blacklivesmatter,march|protest,16036,0.551
4113,78,2020-06-06,blacklivesmatter,assemble|activism,12469,0.623
4114,152,2020-05-31,blacklivesmatter,looting|blue lives matter,8442,0.167
4115,312,2020-06-11,blacklivesmatter,George Floyd|looting,5170,0.358
4116,440,2020-06-11,blacklivesmatter,looting|rally,13657,0.3
4117,473,2020-06-06,blacklivesmatter,demonstration|solidarity|rally,7981,0.653
4118,68,2020-06-15,blacklivesmatter,demonstration|stand together|peaceful,13509,0.67
4119,456,2020-06-08,blacklivesmatter,movement|brotherhood|all lives matter,12220,0.533
4120,21,2020-06-09,blacklivesmatter,all lives matter|march,12674,0.286
4121,193,2020-06-15,blacklivesmatter,blue lives matter,7364,0.094
4122,451,2020-06-02,blacklivesmatter,activism|blue lives matter,8010,0.348
4123,389,2020-06-09,blacklivesmatter,looting,12172,0.054
4124,306,2020-06-02,blacklivesmatter,justice|equality,14075,0.864
4125,496,2020-06-08,blacklivesmatter,unity,13841,0.823
4126,84,2020-06-15,blacklivesmatter,protest,8304,0.539
4127,74,2020-06-02,blacklivesmatter,looting,17907,0.085
4128,195,2020-06-01,blacklivesmatter,blue lives matter|community|George Floyd,9586,0.543
4129,290,2020-05-26,blacklivesmatter,chaos|solidarity,11190,0.542
4130,314,2020-06-03,blacklivesmatter,community|looting|solidarity,11534,0.507
4131,399,2020-06-06,blacklivesmatter,equality|peaceful|assemble,10293,0.655
4132,176,2020-05-30,blacklivesmatter,protest|stand together|equality,13287,0.803
4133,130,2020-06-02,blacklivesmatter,chaos|brotherhood,9340,0.503
4134,400,2020-06-11,blacklivesmatter,assemble|protest|riots,12845,0.427
4135,392,2020-06-05,blacklivesmatter,justice,17344,0.949
4136,186,2020-06-11,blacklivesmatter,George Floyd,7731,0.644
4137,211,2020-06-06,blacklivesmatter,equality|thug,12275,0.519
4138,410,2020-06-04,blacklivesmatter,march,10456,0.478
4139,279,2020-05-26,blacklivesmatter,riots|demonstration,12317,0.272
4140,22,2020-06-07,blacklivesmatter,looting,7956,0.028
4141,18,2020-06-02,blacklivesmatter,blue lives matter|equality|unity,12873,0.698
4142,494,2020-05-28,blacklivesmatter,chaos|assemble|riots,11574,0.326
4143,416,2020-06-08,blacklivesmatter,blue lives matter,13846,0.192
4144,266,2020-06-10,blacklivesmatter,thug|movement|unity,19508,0.444
4145,159,2020-06-10,blacklivesmatter,chaos,18198,0.14
4146,419,2020-06-13,blacklivesmatter,demonstration|unity,14441,0.736
4147,5,2020-05-29,blacklivesmatter,looting|blue lives matter,11997,0.082
4148,286,2020-06-02,blacklivesmatter,unity,13878,0.856
4149,22,2020-06-11,blacklivesmatter,movement,16494,0.614
4150,41,2020-05-31,blacklivesmatter,movement|protest|assemble,16219,0.568
4151,386,2020-05-30,blacklivesmatter,equality,15749,0.826
4152,251,2020-05-26,blacklivesmatter,anarchy,19539,0.0
4153,318,2020-06-06,blacklivesmatter,march|George Floyd,13163,0.597
4154,455,2020-05-30,blacklivesmatter,chaos|stand together|brotherhood,19228,0.613
4155,10,2020-06-03,blacklivesmatter,demonstration|equality,17119,0.741
4156,349,2020-05-29,blacklivesmatter,unity|rally,16156,0.654
4157,204,2020-06-13,blacklivesmatter,George Floyd|unity,16817,0.731
4158,377,2020-05-27,blacklivesmatter,riots|assemble,9789,0.318
4159,488,2020-06-12,blacklivesmatter,peaceful,13317,0.94
4160,285,2020-06-10,blacklivesmatter,community,16285,0.901
4161,46,2020-06-01,blacklivesmatter,riots|chaos,18035,0.058
4162,118,2020-06-03,blacklivesmatter,activism|all lives matter,7515,0.334
4163,257,2020-05-30,blacklivesmatter,movement|stand together,10607,0.717
4164,187,2020-05-29,blacklivesmatter,violence|activism|solidarity,6567,0.603
4165,343,2020-05-27,blacklivesmatter,justice|blue lives matter|demonstration,12919,0.406
4166,180,2020-05-30,blacklivesmatter,all lives matter,7115,0.163
4167,370,2020-05-28,blacklivesmatter,equality|brotherhood|justice,16859,0.887
4168,361,2020-06-06,blacklivesmatter,community,8716,0.866
4169,245,2020-05-30,blacklivesmatter,activism|solidarity|George Floyd,17352,0.61
4170,466,2020-06-13,blacklivesmatter,thug|unity,14722,0.446
4171,64,2020-05-29,blacklivesmatter,riots|violence,18280,0.203
4172,228,2020-05-28,blacklivesmatter,peaceful|all lives matter,15582,0.425
4173,172,2020-05-28,blacklivesmatter,all lives matter|unity,12645,0.602
4174,494,2020-06-09,blacklivesmatter,chaos|justice,17971,0.462
4175,299,2020-06-04,blacklivesmatter,protest,8903,0.498
4176,178,2020-06-08,blacklivesmatter,rally,7134,0.519
4177,92,2020-06-14,blacklivesmatter,thug,6148,0.183
4178,121,2020-06-04,blacklivesmatter,blue lives matter|movement|anarchy,12365,0.247
4179,153,2020-06-15,blacklivesmatter,chaos|activism,9225,0.222
4180,176,2020-06-01,blacklivesmatter,protest|peaceful|violence,19472,0.5
4181,186,2020-06-04,blacklivesmatter,activism|thug|movement,11166,0.506
4182,208,2020-06-10,blacklivesmatter,assemble,19811,0.696
4183,81,2020-06-04,blacklivesmatter,thug,18679,0.198
4184,332,2020-06-14,blacklivesmatter,brotherhood|community|George Floyd,13748,0.726
4185,321,2020-05-26,blacklivesmatter,protest|equality|movement,5828,0.615
4186,308,2020-05-26,blacklivesmatter,brotherhood|blue lives matter|protest,5155,0.501
4187,148,2020-05-28,blacklivesmatter,chaos|march,7088,0.233
4188,497,2020-05-31,blacklivesmatter,rally|chaos,17766,0.306
4189,114,2020-05-30,blacklivesmatter,march,5541,0.518
4190,44,2020-06-08,blacklivesmatter,community|brotherhood|all lives matter,17459,0.662
4191,484,2020-06-03,blacklivesmatter,brotherhood|justice|looting,6781,0.572
4192,467,2020-05-29,blacklivesmatter,unity|rally,10091,0.734
4193,450,2020-05-28,blacklivesmatter,movement|assemble,5208,0.459
4194,471,2020-05-26,blacklivesmatter,stand together|thug|George Floyd,7062,0.606
4195,140,2020-06-14,blacklivesmatter,peaceful,17074,0.878
4196,327,2020-06-09,blacklivesmatter,unity|blue lives matter,13826,0.496
4197,404,2020-06-02,blacklivesmatter,assemble|all lives matter|demonstration,12885,0.389
4198,442,2020-06-10,blacklivesmatter,march,9082,0.419
4199,380,2020-06-14,blacklivesmatter,unity,7679,0.873
4200,167,2020-06-04,blacklivesmatter,anarchy|community,11597,0.539
4201,295,2020-05-26,blacklivesmatter,anarchy,5260,0.06
4202,432,2020-05-27,blacklivesmatter,violence|brotherhood|demonstration,9925,0.569
4203,251,2020-06-09,blacklivesmatter,stand together|violence,13245,0.479
4204,481,2020-06-02,blacklivesmatter,chaos|assemble|George Floyd,15791,0.439
4205,307,2020-05-27,blacklivesmatter,protest|unity|violence,13072,0.494
4206,222,2020-05-30,blacklivesmatter,chaos|anarchy|brotherhood,17037,0.367
4207,351,2020-06-09,blacklivesmatter,George Floyd|blue lives matter,8787,0.395
4208,164,2020-06-13,blacklivesmatter,blue lives matter|solidarity,9541,0.573
4209,263,2020-06-01,blacklivesmatter,looting|blue lives matter|unity,7859,0.373
4210,102,2020-06-10,blacklivesmatter,chaos|community|assemble,12482,0.436
4211,128,2020-06-02,blacklivesmatter,justice|community|solidarity,10576,0.93
4212,217,2020-06-15,blacklivesmatter,peaceful|brotherhood|unity,8768,0.815
4213,12,2020-06-04,blacklivesmatter,unity,9153,0.878
4214,420,2020-06-15,blacklivesmatter,riots|march|peaceful,16707,0.552
4215,469,2020-06-09,blacklivesmatter,brotherhood,10311,0.852
4216,421,2020-05-28,blacklivesmatter,brotherhood|equality,9072,0.901
4217,167,2020-05-30,blacklivesmatter,justice|solidarity,10840,0.878
4218,325,2020-06-12,blacklivesmatter,brotherhood|blue lives matter,9370,0.517
4219,202,2020-05-27,blacklivesmatter,equality|violence,10585,0.511
4220,318,2020-06-04,blacklivesmatter,stand together,14727,0.812
4221,417,2020-05-31,blacklivesmatter,march|stand together,18120,0.725
4222,47,2020-05-27,blacklivesmatter,thug|stand together,14607,0.542
4223,313,2020-06-02,blacklivesmatter,march|solidarity|chaos,10080,0.49
4224,448,2020-06-03,blacklivesmatter,all lives matter,16680,0.079
4225,184,2020-06-10,blacklivesmatter,assemble,10145,0.545
4226,409,2020-06-10,blacklivesmatter,rally,12081,0.448
4227,210,2020-06-02,blacklivesmatter,thug,9549,0.132
4228,382,2020-06-02,blacklivesmatter,demonstration,6971,0.54
4229,187,2020-06-08,blacklivesmatter,stand together,15766,0.832
4230,5,2020-06-08,blacklivesmatter,assemble,7153,0.491
4231,161,2020-05-26,blacklivesmatter,demonstration|stand together,5896,0.704
4232,184,2020-06-14,blacklivesmatter,looting|rally|thug,18249,0.285
4233,352,2020-06-15,blacklivesmatter,all lives matter|activism,8110,0.356
4234,382,2020-06-01,blacklivesmatter,demonstration|solidarity|thug,5688,0.542
4235,387,2020-06-13,blacklivesmatter,justice,17538,1.0
4236,308,2020-06-08,blacklivesmatter,justice|brotherhood|anarchy,8547,0.627
4237,144,2020-05-30,blacklivesmatter,thug|riots,5626,0.19
4238,268,2020-06-07,blacklivesmatter,justice|rally|community,14090,0.815
4239,271,2020-05-29,blacklivesmatter,thug|movement,6451,0.339
4240,322,2020-06-06,blacklivesmatter,all lives matter|brotherhood,10742,0.426
4241,389,2020-05-27,blacklivesmatter,blue lives matter|rally|assemble,13786,0.518
4242,18,2020-05-31,blacklivesmatter,movement|unity,13585,0.696
4243,327,2020-05-26,blacklivesmatter,equality|chaos,16862,0.367
4244,484,2020-06-12,blacklivesmatter,looting,15957,0.057
4245,145,2020-06-04,blacklivesmatter,equality|violence,11880,0.492
4246,371,2020-05-26,blacklivesmatter,thug|community,16913,0.552
4247,390,2020-05-26,blacklivesmatter,community|brotherhood|rally,13526,0.662
4248,329,2020-06-14,blacklivesmatter,violence|blue lives matter|march,6691,0.192
4249,41,2020-06-03,blacklivesmatter,protest|all lives matter,19609,0.306
4250,19,2020-06-03,blacklivesmatter,movement|George Floyd,14245,0.57
4251,288,2020-06-08,blacklivesmatter,thug|anarchy,19227,0.053
4252,156,2020-06-05,blacklivesmatter,justice|stand together,11962,0.914
4253,206,2020-06-06,blacklivesmatter,brotherhood|march,18451,0.642
4254,25,2020-06-01,blacklivesmatter,community|stand together,13253,0.807
4255,69,2020-06-15,blacklivesmatter,activism|peaceful|blue lives matter,5530,0.535
4256,405,2020-06-06,blacklivesmatter,march|demonstration|assemble,17425,0.55
4257,10,2020-06-01,blacklivesmatter,movement,8964,0.553
4258,353,2020-06-01,blacklivesmatter,rally,13112,0.485
4259,191,2020-06-12,blacklivesmatter,justice|blue lives matter,6765,0.56
4260,437,2020-06-04,blacklivesmatter,movement|looting|equality,5206,0.4
4261,490,2020-05-29,blacklivesmatter,George Floyd,11143,0.586
4262,30,2020-06-04,blacklivesmatter,assemble|solidarity,15783,0.717
4263,341,2020-06-05,blacklivesmatter,blue lives matter|brotherhood,5597,0.433
4264,254,2020-06-13,blacklivesmatter,riots|peaceful|blue lives matter,18871,0.366
4265,50,2020-06-07,blacklivesmatter,activism|community|thug,11185,0.516
4266,409,2020-06-07,blacklivesmatter,solidarity,8312,0.898
4267,16,2020-06-04,blacklivesmatter,thug,5450,0.164
4268,161,2020-06-13,blacklivesmatter,protest,8660,0.623
4269,143,2020-05-31,blacklivesmatter,protest|all lives matter|community,16696,0.591
4270,161,2020-05-29,blacklivesmatter,blue lives matter|violence,11762,0.135
4271,184,2020-06-03,blacklivesmatter,rally|equality,8189,0.642
4272,173,2020-05-29,blacklivesmatter,all lives matter|rally|unity,7380,0.506
4273,128,2020-05-30,blacklivesmatter,assemble|violence,7087,0.336
4274,489,2020-05-27,blacklivesmatter,community,19690,0.893
4275,435,2020-06-04,blacklivesmatter,march,18977,0.479
4276,338,2020-05-29,blacklivesmatter,march,6291,0.558
4277,436,2020-06-06,blacklivesmatter,blue lives matter|anarchy|brotherhood,13463,0.367
4278,466,2020-06-15,blacklivesmatter,thug,19459,0.129
4279,411,2020-05-26,blacklivesmatter,stand together|demonstration,13884,0.708
4280,66,2020-05-29,blacklivesmatter,peaceful,14488,0.819
4281,286,2020-06-10,blacklivesmatter,riots|protest|George Floyd,14563,0.355
4282,168,2020-06-07,blacklivesmatter,demonstration,6358,0.566
4283,439,2020-05-30,blacklivesmatter,rally|all lives matter,18304,0.322
4284,75,2020-06-04,blacklivesmatter,protest|equality,5242,0.762
4285,202,2020-05-31,blacklivesmatter,chaos|riots,18703,0.127
4286,237,2020-06-01,blacklivesmatter,stand together|community|activism,8845,0.837
4287,447,2020-05-28,blacklivesmatter,march|brotherhood,18690,0.688
4288,348,2020-05-29,blacklivesmatter,brotherhood|chaos|equality,11230,0.609
4289,343,2020-06-07,blacklivesmatter,blue lives matter|justice|George Floyd,9072,0.576
4290,13,2020-06-13,blacklivesmatter,solidarity|rally,6397,0.654
4291,53,2020-06-03,blacklivesmatter,stand together|thug,18612,0.44
4292,486,2020-06-13,blacklivesmatter,equality|anarchy|assemble,18877,0.459
4293,287,2020-06-07,blacklivesmatter,looting|all lives matter|equality,11704,0.418
4294,113,2020-06-12,blacklivesmatter,peaceful|protest|stand together,5741,0.695
4295,54,2020-06-03,blacklivesmatter,George Floyd,13448,0.67
4296,486,2020-05-29,blacklivesmatter,violence|justice|protest,5159,0.563
4297,60,2020-06-05,blacklivesmatter,chaos,15423,0.052
4298,231,2020-06-09,blacklivesmatter,looting|solidarity|protest,10108,0.472
4299,414,2020-05-27,blacklivesmatter,march|demonstration|solidarity,5782,0.624
4300,419,2020-06-07,blacklivesmatter,justice|protest,15822,0.707
4301,415,2020-06-11,blacklivesmatter,thug|peaceful,9303,0.51
4302,65,2020-06-06,blacklivesmatter,George Floyd|assemble,12762,0.604
4303,28,2020-05-30,blacklivesmatter,assemble|looting,17952,0.382
4304,440,2020-06-09,blacklivesmatter,George Floyd|solidarity|community,8519,0.787
4305,231,2020-06-09,blacklivesmatter,George Floyd|all lives matter,13605,0.332
4306,118,2020-05-26,blacklivesmatter,community|all lives matter|justice,16600,0.601
4307,37,2020-06-07,blacklivesmatter,all lives matter|protest|stand together,9922,0.558
4308,219,2020-05-26,blacklivesmatter,solidarity|community,7749,0.96
4309,251,2020-06-09,blacklivesmatter,community|stand together,10696,0.866
4310,429,2020-06-07,blacklivesmatter,stand together,16230,0.819
4311,171,2020-05-27,blacklivesmatter,solidarity,15551,0.968
4312,116,2020-06-04,blacklivesmatter,justice|unity,10277,0.863
4313,226,2020-06-07,blacklivesmatter,rally,9602,0.549
4314,449,2020-06-04,blacklivesmatter,rally|activism|all lives matter,9920,0.426
4315,130,2020-06-12,blacklivesmatter,violence|blue lives matter,13335,0.167
4316,460,2020-06-11,blacklivesmatter,activism,5198,0.529
4317,472,2020-06-15,blacklivesmatter,rally,5877,0.544
4318,249,2020-06-09,blacklivesmatter,solidarity|stand together,12282,0.879
4319,104,2020-06-02,blacklivesmatter,movement|assemble|blue lives matter,18253,0.5
4320,477,2020-05-27,blacklivesmatter,thug|justice,6812,0.488
4321,19,2020-05-28,blacklivesmatter,justice|blue lives matter,5853,0.525
4322,147,2020-06-03,blacklivesmatter,solidarity|unity|stand together,9391,0.82
4323,144,2020-06-04,blacklivesmatter,march,12335,0.486
4324,339,2020-06-02,blacklivesmatter,community,15904,0.948
4325,192,2020-06-11,blacklivesmatter,looting|blue lives matter,10610,0.097
4326,246,2020-05-31,blacklivesmatter,blue lives matter,6784,0.036
4327,449,2020-05-26,blacklivesmatter,anarchy,5020,0.044
4328,300,2020-05-27,blacklivesmatter,all lives matter|chaos,18057,0.147
4329,369,2020-06-13,blacklivesmatter,rally,8513,0.442
4330,332,2020-06-07,blacklivesmatter,justice|anarchy|all lives matter,12825,0.267
4331,445,2020-06-09,blacklivesmatter,justice,14304,0.935
4332,260,2020-06-04,blacklivesmatter,chaos|equality,9473,0.459
4333,179,2020-06-10,blacklivesmatter,anarchy|equality|peaceful,18478,0.594
4334,428,2020-06-11,blacklivesmatter,assemble|looting,8991,0.227
4335,340,2020-06-14,blacklivesmatter,movement,12425,0.543
4336,141,2020-05-28,blacklivesmatter,chaos|stand together,8955,0.428
4337,200,2020-06-13,blacklivesmatter,justice,14977,0.945
4338,188,2020-06-09,blacklivesmatter,demonstration,5096,0.525
4339,312,2020-06-06,blacklivesmatter,violence|justice|movement,12577,0.588
4340,199,2020-05-30,blacklivesmatter,chaos,6989,0.0
4341,97,2020-05-30,blacklivesmatter,solidarity|rally,15032,0.698
4342,107,2020-06-06,blacklivesmatter,rally|protest,11564,0.482
4343,322,2020-06-13,blacklivesmatter,chaos|all lives matter|activism,15856,0.388
4344,434,2020-06-15,blacklivesmatter,march|movement,5080,0.557
4345,51,2020-06-02,blacklivesmatter,chaos|community|George Floyd,18761,0.487
4346,495,2020-06-12,blacklivesmatter,rally|anarchy,14555,0.242
4347,169,2020-05-30,blacklivesmatter,assemble|equality,5897,0.642
4348,25,2020-05-26,blacklivesmatter,unity|rally|brotherhood,5116,0.68
4349,168,2020-05-28,blacklivesmatter,looting,18401,0.052
4350,434,2020-06-08,blacklivesmatter,demonstration,6153,0.543
4351,383,2020-06-13,blacklivesmatter,peaceful|riots,17637,0.463
4352,438,2020-06-14,blacklivesmatter,thug|stand together|equality,6437,0.668
4353,336,2020-06-02,blacklivesmatter,brotherhood,7292,0.82
4354,294,2020-06-01,blacklivesmatter,protest|looting|rally,18634,0.324
4355,420,2020-06-14,blacklivesmatter,looting,16614,0.009
4356,346,2020-06-12,blacklivesmatter,movement|equality,8221,0.618
4357,253,2020-06-01,blacklivesmatter,brotherhood,7045,0.847
4358,462,2020-06-09,blacklivesmatter,community|violence|demonstration,19025,0.556
4359,396,2020-06-06,blacklivesmatter,anarchy|demonstration,6176,0.325
4360,385,2020-06-11,blacklivesmatter,equality|solidarity|demonstration,8495,0.785
4361,323,2020-05-28,blacklivesmatter,anarchy|rally|protest,15454,0.412
4362,212,2020-06-15,blacklivesmatter,community|solidarity|equality,8106,0.917
4363,260,2020-06-03,blacklivesmatter,chaos,11939,0.012
4364,34,2020-06-01,blacklivesmatter,violence|all lives matter,14683,0.081
4365,401,2020-06-08,blacklivesmatter,demonstration|George Floyd,8691,0.617
4366,117,2020-06-13,blacklivesmatter,stand together|chaos|blue lives matter,17028,0.377
4367,206,2020-05-31,blacklivesmatter,equality|riots,18189,0.552
4368,455,2020-06-09,blacklivesmatter,unity,11234,0.914
4369,291,2020-06-14,blacklivesmatter,activism,15233,0.531
4370,95,2020-06-05,blacklivesmatter,unity,10128,0.796
4371,411,2020-06-14,blacklivesmatter,George Floyd|protest,9068,0.559
4372,223,2020-06-15,blacklivesmatter,chaos|anarchy,13882,0.013
4373,114,2020-06-11,blacklivesmatter,justice,8646,0.978
4374,363,2020-05-27,blacklivesmatter,George Floyd|solidarity,14912,0.789
4375,171,2020-06-11,blacklivesmatter,assemble,18777,0.527
4376,401,2020-06-05,blacklivesmatter,march|all lives matter|looting,15812,0.222
4377,27,2020-05-27,blacklivesmatter,rally|chaos|unity,14990,0.488
4378,78,2020-05-31,blacklivesmatter,blue lives matter|justice,16273,0.48
4379,212,2020-05-26,blacklivesmatter,anarchy|George Floyd|rally,6904,0.447
4380,75,2020-05-31,blacklivesmatter,rally|anarchy|solidarity,8544,0.477
4381,319,2020-06-01,blacklivesmatter,thug|protest,7870,0.43
4382,291,2020-06-05,blacklivesmatter,looting|all lives matter,14657,0.144
4383,101,2020-06-10,blacklivesmatter,community|anarchy,14359,0.358
4384,391,2020-06-14,blacklivesmatter,movement|blue lives matter,10174,0.406
4385,369,2020-06-06,blacklivesmatter,blue lives matter,9175,0.269
4386,33,2020-06-09,blacklivesmatter,looting|stand together,6204,0.443
4387,76,2020-06-10,blacklivesmatter,peaceful|rally|activism,11974,0.725
4388,221,2020-06-06,blacklivesmatter,violence|activism,19136,0.351
4389,436,2020-05-29,blacklivesmatter,unity,16964,0.788
4390,408,2020-05-31,blacklivesmatter,peaceful,5501,0.858
4391,359,2020-05-26,blacklivesmatter,brotherhood|march|rally,13325,0.649
4392,287,2020-05-30,blacklivesmatter,unity|violence|George Floyd,15444,0.507
4393,350,2020-05-30,blacklivesmatter,activism|community|unity,12728,0.774
4394,226,2020-06-11,blacklivesmatter,peaceful|stand together|unity,15431,0.827
4395,242,2020-06-02,blacklivesmatter,demonstration|march|protest,5043,0.516
4396,230,2020-05-30,blacklivesmatter,stand together,15111,0.872
4397,224,2020-05-26,blacklivesmatter,protest|equality|riots,6136,0.418
4398,391,2020-05-31,blacklivesmatter,all lives matter|chaos,12043,0.128
4399,181,2020-06-01,blacklivesmatter,rally|assemble|stand together,10361,0.711
4400,10,2020-06-05,blacklivesmatter,looting,16622,0.118
4401,276,2020-05-26,blacklivesmatter,stand together|brotherhood,16282,0.796
4402,354,2020-06-03,blacklivesmatter,equality|demonstration|unity,8407,0.744
4403,67,2020-05-27,blacklivesmatter,peaceful,7205,0.665
4404,335,2020-06-02,blacklivesmatter,brotherhood|equality,17219,0.937
4405,350,2020-06-11,blacklivesmatter,solidarity,9451,0.891
4406,414,2020-05-30,blacklivesmatter,George Floyd|peaceful|activism,10421,0.635
4407,443,2020-06-01,blacklivesmatter,justice|demonstration|blue lives matter,5493,0.626
4408,203,2020-06-14,blacklivesmatter,demonstration,16623,0.657
4409,198,2020-06-02,blacklivesmatter,demonstration,15030,0.607
4410,5,2020-06-12,blacklivesmatter,anarchy|looting,10006,0.0
4411,33,2020-06-02,blacklivesmatter,solidarity,9140,0.899
4412,136,2020-05-26,blacklivesmatter,justice|demonstration,11405,0.77
4413,170,2020-06-13,blacklivesmatter,solidarity|looting,17032,0.435
4414,374,2020-06-12,blacklivesmatter,justice,10393,0.888
4415,426,2020-06-15,blacklivesmatter,movement,11764,0.547
4416,50,2020-05-31,blacklivesmatter,solidarity|blue lives matter|equality,9845,0.662
4417,209,2020-05-29,blacklivesmatter,solidarity|assemble,18206,0.77
4418,369,2020-06-14,blacklivesmatter,chaos|demonstration|justice,16973,0.44
4419,82,2020-06-01,blacklivesmatter,assemble,11102,0.621
4420,283,2020-06-02,blacklivesmatter,unity|equality|looting,17995,0.513
4421,326,2020-05-27,blacklivesmatter,thug|riots,12291,0.154
4422,379,2020-06-04,blacklivesmatter,march,9440,0.572
4423,383,2020-05-27,blacklivesmatter,chaos|protest|movement,10568,0.424
4424,60,2020-06-01,blacklivesmatter,march|brotherhood|justice,6424,0.756
4425,93,2020-06-05,blacklivesmatter,assemble,18677,0.548
4426,276,2020-06-09,blacklivesmatter,chaos|riots,14046,0.159
